,template,clusterID
782,CC_OBSR_rpra_560,3
783,CC_OBSR_rpra_561,2
784,CC_OBSR_rpra_563,3
785,CC_OBSR_rpra_564,2
786,CC_OBSR_rpra_565,0
787,CC_OBSR_rpra_566,0
788,CC_OBSR_rpra_567,3
789,CC_OBSR_rpra_568,0
790,CC_OBSR_rpra_569,1
791,CC_OBSR_rpra_570,3
792,CC_OBSR_rpra_571,2
793,CC_OBSR_rpra_572,3
794,CC_OBSR_rpra_573,0
795,CC_OBSR_rpra_574,2
796,CC_OBSR_rpra_575,0
797,CC_OBSR_rpra_576,0
798,CC_OBSR_rpra_577,1
799,CC_OBSR_rpra_578,3
800,CC_OBSR_rpra_579,1
801,CC_OBSR_rpra_580,0
802,CC_OBSR_rpra_581,3
803,CC_OBSR_rpra_582,2
804,CC_OBSR_rpra_583,1
805,CC_OBSR_rpra_584,3
806,CC_OBSR_rpra_585,3
807,CC_OBSR_rpra_586,0
808,CC_OBSR_rpra_587,0
809,CC_OBSR_rpra_588,3
810,CC_OBSR_rpra_589,3
811,CC_OBSR_rpra_590,2
812,CC_OBSR_rpra_591,0
813,CC_OBSR_rpra_592,1
814,CC_OBSR_rpra_593,3
815,CC_OBSR_rpra_594,3
816,CC_OBSR_rpra_595,0
817,CC_OBSR_rpra_596,0
818,CC_OBSR_rpra_597,0
819,CC_OBSR_rpra_598,1
820,CC_OBSR_rpra_599,1
821,CC_OBSR_rpra_600,3
822,CC_OBSR_rpra_601,3
823,CC_OBSR_rpra_602,3
824,CC_OBSR_rpra_603,4
825,CC_OBSR_rpra_604,1
826,CC_OBSR_rpra_605,0
827,CC_OBSR_rpra_606,3
828,CC_OBSR_rpra_607,0
829,CC_OBSR_rpra_608,1
830,CC_OBSR_rpra_610,3
831,CC_OBSR_rpra_611,3
832,CC_OBSR_rpra_612,1
833,CC_OBSR_rpra_613,3
834,CC_OBSR_rpra_614,3
835,CC_OBSR_rpra_615,4
836,CC_OBSR_rpra_616,0
837,CC_OBSR_rpra_617,4
838,CC_OBSR_rpra_618,3
839,CC_OBSR_rpra_619,1
840,CC_OBSR_rpra_621,1
841,CC_OBSR_rpra_622,2
842,CC_OBSR_rpra_623,1
843,CC_OBSR_rpra_624,0
844,CC_OBSR_rpra_625,0
845,CC_OBSR_rpra_626,3
846,CC_OBSR_rpra_627,0
847,CC_OBSR_rpra_628,0
848,CC_OBSR_rpra_629,0
849,CC_OBSR_rpra_630,0
850,CC_OBSR_rpra_631,3
851,CC_OBSR_rpra_632,1
852,CC_OBSR_rpra_634,1
853,CC_OBSR_rpra_635,1
854,CC_OBSR_rpra_636,0
855,CC_OBSR_rpra_637,0
856,CC_OBSR_rpra_638,3
857,CC_OBSR_rpra_640,3
858,CC_OBSR_rpra_641,3
859,CC_OBSR_rpra_643,1
860,CC_OBSR_rpra_645,1
861,CC_OBSR_rpra_646,0
862,CC_OBSR_rpra_647,4
863,CC_OBSR_rpra_648,0
864,CC_OBSR_rpra_649,2
865,CC_OBSR_rpra_650,3
866,CC_OBSR_rpra_651,1
867,CC_OBSR_rpra_652,0
868,CC_OBSR_rpra_653,1
869,CC_OBSR_rpra_654,4
870,CC_OBSR_rpra_655,3
871,CC_OBSR_rpra_656,0
872,CC_OBSR_rpra_657,3
873,CC_OBSR_rpra_658,3
874,CC_OBSR_rpra_659,3
875,CC_OBSR_rpra_660,3
876,CC_OBSR_rpra_664,0
877,CC_OBSR_rpra_665,0
878,CC_OBSR_rpra_666,1
879,CC_OBSR_rpra_667,3
880,CC_OBSR_rpra_669,3
881,CC_OBSR_rpra_670,4
882,CC_OBSR_rpra_673,0
883,CC_OBSR_rpra_675,0
884,CC_OBSR_rpra_676,3
885,CC_OBSR_rpra_677,2
886,CC_OBSR_rpra_678,3
887,CC_OBSR_rpra_679,2
888,CC_OBSR_rpra_680,2
889,CC_OBSR_rpra_681,2
890,CC_OBSR_rpra_682,2
891,CC_OBSR_rpra_683,0
892,CC_OBSR_rpra_684,0
893,CC_OBSR_rpra_685,2
894,CC_OBSR_rpra_686,3
895,CC_OBSR_rpra_687,2
896,CC_OBSR_rpra_688,1
897,CC_OBSR_rpra_689,3
898,CC_OBSR_rpra_691,1
899,CC_OBSR_rpra_692,0
900,CC_OBSR_rpra_694,0
901,CC_OBSR_rpra_695,2
902,CC_OBSR_rpra_696,2
903,CC_OBSR_rpra_698,0
904,CC_OBSR_rpra_700,3
905,CC_OBSR_rpra_701,1
906,CC_OBSR_rpra_702,3
907,CC_OBSR_rpra_703,3
908,CC_OBSR_rpra_704,1
909,CC_OBSR_rpra_705,3
910,CC_OBSR_rpra_706,2
911,CC_OBSR_rpra_707,0
912,CC_OBSR_rpra_708,0
913,CC_OBSR_rpra_709,1
914,CC_OBSR_rpra_710,3
915,CC_OBSR_rpra_711,3
916,CC_OBSR_rpra_712,1
917,CC_OBSR_rpra_713,0
918,CC_OBSR_rpra_714,3
919,CC_OBSR_rpra_715,4
920,CC_OBSR_rpra_717,0
921,CC_OBSR_rpra_718,1
922,CC_OBSR_rpra_719,2
923,CC_OBSR_rpra_720,1
924,CC_OBSR_rpra_721,1
925,CC_OBSR_rpra_722,4
926,CC_OBSR_rpra_724,3
927,CC_OBSR_rpra_725,1
928,CC_OBSR_rpra_726,3
929,CC_OBSR_rpra_727,1
930,CC_OBSR_rpra_728,1
931,CC_OBSR_rpra_729,1
932,CC_OBSR_rpra_730,3
933,CC_OBSR_rpra_731,3
934,CC_OBSR_rpra_732,0
935,CC_OBSR_rpra_733,0
936,CC_OBSR_rpra_734,3
937,CC_OBSR_rpra_735,3
938,CC_OBSR_rpra_736,3
939,CC_OBSR_rpra_737,0
940,CC_OBSR_rpra_738,3
941,CC_OBSR_rpra_739,1
942,CC_OBSR_rpra_740,0
943,CC_OBSR_rpra_742,1
944,CC_OBSR_rpra_743,0
945,CC_OBSR_rpra_744,3
946,CC_OBSR_rpra_745,0
947,CC_OBSR_rpra_746,3
948,CC_OBSR_rpra_747,1
949,CC_OBSR_rpra_748,3
950,CC_OBSR_rpra_749,3
951,CC_OBSR_rpra_750,1
952,CC_OBSR_rpra_751,1
953,CC_OBSR_rpra_752,4
954,CC_OBSR_rpra_753,3
955,CC_OBSR_rpra_754,0
956,CC_OBSR_rpra_755,3
957,CC_OBSR_rpra_756,4
958,CC_OBSR_rpra_757,1
959,CC_OBSR_rpra_758,0
960,CC_OBSR_rpra_759,3
961,CC_OBSR_rpra_760,1
962,CC_OBSR_rpra_761,1
963,CC_OBSR_rpra_762,0
964,CC_OBSR_rpra_763,3
965,CC_OBSR_rpra_764,5
966,CC_OBSR_rpra_765,3
967,CC_OBSR_rpra_766,3
968,CC_OBSR_rpra_767,0
969,CC_OBSR_rpra_768,1
970,CC_OBSR_rpra_769,3
971,CC_OBSR_rpra_770,0
972,CC_OBSR_rpra_771,2
973,CC_OBSR_rpra_772,0
974,CC_OBSR_rpra_773,3
975,CC_OBSR_rpra_775,1
976,CC_OBSR_rpra_777,3
977,CC_OBSR_rpra_778,0
978,CC_OBSR_rpra_779,3
979,CC_OBSR_rpra_780,1
980,CC_OBSR_rpra_781,0
981,CC_OBSR_rpra_782,5
982,CC_OBSR_rpra_783,1
983,CC_OBSR_rpra_784,4
984,CC_OBSR_rpra_786,1
985,CC_OBSR_rpra_787,1
986,CC_OBSR_rpra_788,3
987,CC_OBSR_rpra_789,1
988,CC_OBSR_rpra_790,1
989,CC_OBSR_rpra_791,1
990,CC_OBSR_rpra_792,0
991,CC_OBSR_rpra_793,1
992,CC_OBSR_rpra_795,5
993,CC_OBSR_rpra_796,3
994,CC_OBSR_rpra_797,3
995,CC_OBSR_rpra_798,1
996,CC_OBSR_rpra_799,1
997,CC_OBSR_rpra_800,3
998,CC_OBSR_rpra_801,1
999,CC_OBSR_rpra_803,0
1000,CC_OBSR_rpra_804,3
1001,CC_OBSR_rpra_805,0
1002,CC_OBSR_rpra_806,1
1003,CC_OBSR_rpra_807,3
1004,CC_OBSR_rpra_808,4
1005,CC_OBSR_rpra_809,2
1006,CC_OBSR_rpra_810,0
1007,CC_OBSR_rpra_811,0
1008,CC_OBSR_rpra_812,0
1009,CC_OBSR_rpra_813,3
1010,CC_OBSR_rpra_814,0
1011,CC_OBSR_rpra_815,4
1012,CC_OBSR_rpra_816,2
1013,CC_OBSR_rpra_817,0
1014,CC_OBSR_rpra_818,2
1015,CC_OBSR_rpra_819,2
1016,CC_OBSR_rpra_820,1
1017,CC_OBSR_rpra_821,0
1018,CC_OBSR_rpra_822,0
1019,CC_OBSR_rpra_824,3
1020,CC_OBSR_rpra_826,3
1021,CC_OBSR_rpra_827,0
1022,CC_OBSR_rpra_830,3
1023,CC_OBSR_rpra_831,0
1024,CC_OBSR_rpra_832,0
1025,CC_OBSR_rpra_833,3
1026,CC_OBSR_rpra_834,3
1027,CC_OBSR_rpra_835,1
1028,CC_OBSR_rpra_836,3
1029,CC_OBSR_rpra_837,0
1030,CC_OBSR_rpra_838,4
1031,CC_OBSR_rpra_839,3
1032,CC_OBSR_rpra_840,1
1033,CC_OBSR_rpra_841,0
1034,CC_OBSR_rpra_843,0
1035,CC_OBSR_rpra_844,1
1036,CC_OBSR_rpra_845,0
1037,CC_OBSR_rpra_846,3
1038,CC_OBSR_rpra_847,0
1039,CC_OBSR_rpra_848,0
1040,CC_OBSR_rpra_849,3
1041,CC_OBSR_rpra_850,0
1042,CC_OBSR_rpra_851,2
1043,CC_OBSR_rpra_852,2
1044,CC_OBSR_rpra_853,2
1045,CC_OBSR_rpra_854,0
1046,CC_OBSR_rpra_855,3
1047,CC_OBSR_rpra_856,3
1048,CC_OBSR_rpra_857,3
1049,CC_OBSR_rpra_858,1
1050,CC_OBSR_rpra_859,1
1051,CC_OBSR_rpra_861,2
1052,CC_OBSR_rpra_862,2
1053,CC_OBSR_rpra_863,3
1054,CC_OBSR_rpra_865,0
1055,CC_OBSR_rpra_866,1
1056,CC_OBSR_rpra_868,3
1057,CC_OBSR_rpra_869,0
1058,CC_OBSR_rpra_870,3
1059,CC_OBSR_rpra_871,3
1060,CC_OBSR_rpra_872,0
1061,CC_OBSR_rpra_874,0
1062,CC_OBSR_rpra_875,1
1063,CC_OBSR_rpra_876,1
1064,CC_OBSR_rpra_877,0
1065,CC_OBSR_rpra_878,0
1066,CC_OBSR_rpra_879,3
1067,CC_OBSR_rpra_880,0
1068,CC_OBSR_rpra_881,1
1069,CC_OBSR_rpra_882,3
1070,CC_OBSR_rpra_883,1
1071,CC_OBSR_rpra_884,3
1072,CC_OBSR_rpra_885,1
1073,CC_OBSR_rpra_886,1
1074,CC_OBSR_rpra_887,3
1075,CC_OBSR_rpra_889,3
1076,CC_OBSR_rpra_890,5
1077,CC_OBSR_rpra_892,2
1078,CC_OBSR_rpra_893,1
1079,CC_OBSR_rpra_894,3
1080,CC_OBSR_rpra_895,3
1081,CC_OBSR_rpra_896,1
1082,CC_OBSR_rpra_897,0
1083,CC_OBSR_rpra_899,3
1084,CC_OBSR_rpra_900,4
1085,CC_OBSR_rpra_901,3
1086,CC_OBSR_rpra_903,1
1087,CC_OBSR_rpra_904,0
1088,CC_OBSR_rpra_906,3
1089,CC_OBSR_rpra_907,4
1090,CC_OBSR_rpra_908,3
1091,CC_OBSR_rpra_909,3
1092,CC_OBSR_rpra_910,3
1093,CC_OBSR_rpra_911,1
1094,CC_OBSR_rpra_912,3
1095,CC_OBSR_rpra_913,0
1096,CC_OBSR_rpra_914,3
1097,CC_OBSR_rpra_915,3
1098,CC_OBSR_rpra_916,3
1099,CC_OBSR_rpra_917,3
1100,CC_OBSR_rpra_918,3
1101,CC_OBSR_rpra_920,0
1102,CC_OBSR_rpra_921,1
1103,CC_OBSR_rpra_922,1
1104,CC_OBSR_rpra_923,2
1105,CC_OBSR_rpra_924,1
1106,CC_OBSR_rpra_925,0
1107,CC_OBSR_rpra_926,3
1108,CC_OBSR_rpra_927,3
1109,CC_OBSR_rpra_928,0
1110,CC_OBSR_rpra_929,3
1111,CC_OBSR_rpra_930,3
1112,CC_OBSR_rpra_931,1
1113,CC_OBSR_rpra_932,0
1114,CC_OBSR_rpra_933,3
1115,CC_OPCH_rpra_50,3
1116,CC_OPCH_rpra_63,2
1117,CC_OPCH_rpra_122,3
1118,CC_OPCH_rpra_205,2
1119,CC_OPCH_rpra_336,2
1120,CC_OPCH_rpra_337,0
1121,CC_OPCH_rpra_548,0
1122,CC_OPCH_rpra_571,0
1123,CC_OPCH_rpra_695,2
1124,CC_OPCH_rpra_696,2
1125,CC_OPCH_rpra_743,0
1126,CC_OPCH_rpra_745,0
1127,CC_OPCH_rpra_756,4
1128,CC_OPCH_rpra_757,4
1129,CC_OPCH_rpra_759,2
1130,CC_OPCH_rpra_762,0
1131,CC_OPCH_rpra_763,0
1132,CC_OPCH_rpra_764,5
1133,CC_OPCH_rpra_771,0
1134,CC_OPCH_rpra_772,2
1135,CC_OPCH_rpra_782,3
1136,CC_OPCH_rpra_784,1
1137,CC_OPCH_rpra_795,2
1138,CC_OPCH_rpra_803,5
1139,CC_OPCH_rpra_805,2
1140,CC_OPCH_rpra_814,3
1141,CC_OPCH_rpra_831,5
1142,CC_OPCH_rpra_847,3
1143,CC_OPCH_rpra_849,2
1144,CC_OPCH_rpra_851,3
1145,CC_OPCH_rpra_855,5
1146,CC_OPCH_rpra_857,1
1147,CC_OPCH_rpra_858,0
1148,CC_OPCH_rpra_860,0
1149,CC_OPCH_rpra_865,2
1150,CC_OPCH_rpra_866,3
1151,CC_OPCH_rpra_867,3
1152,CC_OPCH_rpra_868,2
1153,CC_OPCH_rpra_869,0
1154,CC_OPCH_rpra_870,2
1155,CC_OPCH_rpra_874,3
1156,CC_OPCH_rpra_878,0
1157,CC_OPCH_rpra_882,2
1158,CC_OPCH_rpra_886,3
1159,CC_OPCH_rpra_891,1
1160,CC_OPCH_rpra_892,2
1161,CC_OPCH_rpra_896,4
1162,CC_OPCH_rpra_897,2
1163,CC_OPCH_rpra_898,4
1164,CC_OPCH_rpra_899,1
1165,CC_OPCH_rpra_900,4
1166,CC_OPCH_rpra_901,0
1167,CC_OPCH_rpra_902,1
1168,CC_OPCH_rpra_903,4
1169,CC_OPCH_rpra_904,3
1170,CC_OPCH_rpra_905,0
1171,CC_OPCH_rpra_906,0
1172,CC_OPCH_rpra_907,4
1173,CC_OPCH_rpra_910,1
1174,CC_OPCH_rpra_923,0
1175,CC_OPCH_rpra_925,0
1176,CC_OPCH_rpra_929,0
1177,CC_OPCH_rpra_930,0
1178,CC_PANH_rpra_0,2
1179,CC_PANH_rpra_1,1
1180,CC_PANH_rpra_2,0
1181,CC_PANH_rpra_3,0
1182,CC_PANH_rpra_4,1
1183,CC_PANH_rpra_13,5
1184,CC_PANH_rpra_15,0
1185,CC_PANH_rpra_16,2
1186,CC_PANH_rpra_17,2
1187,CC_PANH_rpra_18,5
1188,CC_PANH_rpra_19,1
1189,CC_PANH_rpra_20,0
1190,CC_PANH_rpra_21,5
1191,CC_PANH_rpra_23,1
1192,CC_PANH_rpra_24,4
1193,CC_PANH_rpra_25,4
1194,CC_PANH_rpra_26,1
1195,CC_PANH_rpra_27,2
1196,CC_PANH_rpra_28,0
1197,CC_PANH_rpra_29,0
1198,CC_PANH_rpra_30,1
1199,CC_PANH_rpra_31,1
1200,CC_PANH_rpra_32,0
1201,CC_PANH_rpra_33,5
1202,CC_PANH_rpra_34,0
1203,CC_PANH_rpra_35,0
1204,CC_PANH_rpra_36,3
1205,CC_PANH_rpra_40,0
1206,CC_PANH_rpra_41,3
1207,CC_PANH_rpra_42,1
1208,CC_PANH_rpra_43,1
1209,CC_PANH_rpra_44,0
1210,CC_PANH_rpra_45,1
1211,CC_PANH_rpra_46,0
1212,CC_PANH_rpra_47,4
1213,CC_PANH_rpra_49,0
1214,CC_PANH_rpra_50,2
1215,CC_PANH_rpra_51,0
1216,CC_PANH_rpra_52,1
1217,CC_PANH_rpra_54,0
1218,CC_PANH_rpra_55,0
1219,CC_PANH_rpra_57,1
1220,CC_PANH_rpra_59,1
1221,CC_PANH_rpra_61,0
1222,CC_PANH_rpra_62,3
1223,CC_PANH_rpra_63,2
1224,CC_PANH_rpra_65,1
1225,CC_PANH_rpra_66,1
1226,CC_PANH_rpra_67,3
1227,CC_PANH_rpra_68,1
1228,CC_PANH_rpra_69,1
1229,CC_PANH_rpra_70,3
1230,CC_PANH_rpra_72,1
1231,CC_PANH_rpra_76,1
1232,CC_PANH_rpra_77,1
1233,CC_PANH_rpra_78,0
1234,CC_PANH_rpra_79,3
1235,CC_PANH_rpra_81,0
1236,CC_PANH_rpra_82,2
1237,CC_PANH_rpra_84,5
1238,CC_PANH_rpra_85,0
1239,CC_PANH_rpra_86,1
1240,CC_PANH_rpra_88,2
1241,CC_PANH_rpra_90,4
1242,CC_PANH_rpra_91,0
1243,CC_PANH_rpra_96,2
1244,CC_PANH_rpra_98,5
1245,CC_PANH_rpra_102,0
1246,CC_PANH_rpra_103,2
1247,CC_PANH_rpra_110,1
1248,CC_PANH_rpra_122,2
1249,CC_PANH_rpra_124,0
1250,CC_PANH_rpra_130,1
1251,CC_PANH_rpra_133,5
1252,CC_PANH_rpra_135,4
1253,CC_PANH_rpra_137,0
1254,CC_PANH_rpra_139,1
1255,CC_PANH_rpra_140,5
1256,CC_PANH_rpra_141,2
1257,CC_PANH_rpra_142,3
1258,CC_PANH_rpra_143,1
1259,CC_PANH_rpra_144,3
1260,CC_PANH_rpra_147,0
1261,CC_PANH_rpra_148,5
1262,CC_PANH_rpra_149,1
1263,CC_PANH_rpra_150,3
1264,CC_PANH_rpra_151,2
1265,CC_PANH_rpra_152,1
1266,CC_PANH_rpra_153,0
1267,CC_PANH_rpra_154,4
1268,CC_PANH_rpra_155,5
1269,CC_PANH_rpra_156,3
1270,CC_PANH_rpra_157,3
1271,CC_PANH_rpra_158,1
1272,CC_PANH_rpra_159,0
1273,CC_PANH_rpra_161,1
1274,CC_PANH_rpra_162,3
1275,CC_PANH_rpra_165,0
1276,CC_PANH_rpra_167,2
1277,CC_PANH_rpra_168,3
1278,CC_PANH_rpra_169,2
1279,CC_PANH_rpra_170,3
1280,CC_PANH_rpra_171,4
1281,CC_PANH_rpra_172,5
1282,CC_PANH_rpra_173,0
1283,CC_PANH_rpra_174,0
1284,CC_PANH_rpra_176,2
1285,CC_PANH_rpra_177,1
1286,CC_PANH_rpra_178,1
1287,CC_PANH_rpra_179,0
1288,CC_PANH_rpra_180,1
1289,CC_PANH_rpra_181,2
1290,CC_PANH_rpra_182,3
1291,CC_PANH_rpra_183,1
1292,CC_PANH_rpra_185,5
1293,CC_PANH_rpra_186,3
1294,CC_PANH_rpra_189,0
1295,CC_PANH_rpra_191,0
1296,CC_PANH_rpra_192,3
1297,CC_PANH_rpra_196,0
1298,CC_PANH_rpra_197,0
1299,CC_PANH_rpra_198,1
1300,CC_PANH_rpra_199,2
1301,CC_PANH_rpra_200,1
1302,CC_PANH_rpra_201,3
1303,CC_PANH_rpra_202,2
1304,CC_PANH_rpra_204,1
1305,CC_PANH_rpra_205,5
1306,CC_PANH_rpra_206,0
1307,CC_PANH_rpra_207,3
1308,CC_PANH_rpra_208,2
1309,CC_PANH_rpra_209,3
1310,CC_PANH_rpra_210,0
1311,CC_PANH_rpra_211,5
1312,CC_PANH_rpra_213,3
1313,CC_PANH_rpra_214,3
1314,CC_PANH_rpra_215,3
1315,CC_PANH_rpra_219,1
1316,CC_PANH_rpra_222,0
1317,CC_PANH_rpra_223,1
1318,CC_PANH_rpra_225,3
1319,CC_PANH_rpra_226,2
1320,CC_PANH_rpra_227,3
1321,CC_PANH_rpra_228,1
1322,CC_PANH_rpra_229,1
1323,CC_PANH_rpra_230,1
1324,CC_PANH_rpra_231,1
1325,CC_PANH_rpra_232,1
1326,CC_PANH_rpra_233,0
1327,CC_PANH_rpra_234,3
1328,CC_PANH_rpra_236,3
1329,CC_PANH_rpra_237,0
1330,CC_PANH_rpra_238,1
1331,CC_PANH_rpra_239,3
1332,CC_PANH_rpra_240,1
1333,CC_PANH_rpra_241,5
1334,CC_PANH_rpra_242,2
1335,CC_PANH_rpra_243,1
1336,CC_PANH_rpra_244,0
1337,CC_PANH_rpra_245,2
1338,CC_PANH_rpra_246,0
1339,CC_PANH_rpra_247,3
1340,CC_PANH_rpra_248,2
1341,CC_PANH_rpra_249,3
1342,CC_PANH_rpra_250,0
1343,CC_PANH_rpra_251,1
1344,CC_PANH_rpra_252,0
1345,CC_PANH_rpra_253,1
1346,CC_PANH_rpra_256,3
1347,CC_PANH_rpra_258,5
1348,CC_PANH_rpra_259,2
1349,CC_PANH_rpra_260,0
1350,CC_PANH_rpra_261,3
1351,CC_PANH_rpra_262,1
1352,CC_PANH_rpra_264,0
1353,CC_PANH_rpra_265,1
1354,CC_PANH_rpra_266,1
1355,CC_PANH_rpra_267,3
1356,CC_PANH_rpra_268,0
1357,CC_PANH_rpra_269,0
1358,CC_PANH_rpra_270,2
1359,CC_PANH_rpra_271,1
1360,CC_PANH_rpra_272,3
1361,CC_PANH_rpra_276,0
1362,CC_PANH_rpra_278,2
1363,CC_PANH_rpra_279,3
1364,CC_PANH_rpra_280,3
1365,CC_PANH_rpra_281,3
1366,CC_PANH_rpra_282,2
1367,CC_PANH_rpra_283,2
1368,CC_PANH_rpra_284,0
1369,CC_PANH_rpra_285,3
1370,CC_PANH_rpra_287,0
1371,CC_PANH_rpra_289,1
1372,CC_PANH_rpra_293,0
1373,CC_PANH_rpra_294,0
1374,CC_PANH_rpra_295,3
1375,CC_PANH_rpra_296,2
1376,CC_PANH_rpra_297,2
1377,CC_PANH_rpra_299,3
1378,CC_PANH_rpra_300,3
1379,CC_PANH_rpra_301,1
1380,CC_PANH_rpra_302,0
1381,CC_PANH_rpra_303,5
1382,CC_PANH_rpra_306,5
1383,CC_PANH_rpra_307,2
1384,CC_PANH_rpra_309,2
1385,CC_PANH_rpra_311,2
1386,CC_PANH_rpra_314,3
1387,CC_PANH_rpra_315,0
1388,CC_PANH_rpra_316,0
1389,CC_PANH_rpra_317,1
1390,CC_PANH_rpra_320,3
1391,CC_PANH_rpra_321,4
1392,CC_PANH_rpra_322,0
1393,CC_PANH_rpra_323,3
1394,CC_PANH_rpra_325,0
1395,CC_PANH_rpra_326,1
1396,CC_PANH_rpra_327,3
1397,CC_PANH_rpra_328,3
1398,CC_PANH_rpra_330,1
1399,CC_PANH_rpra_331,1
1400,CC_PANH_rpra_333,4
1401,CC_PANH_rpra_336,0
1402,CC_PANH_rpra_337,0
1403,CC_PANH_rpra_339,3
1404,CC_PANH_rpra_342,1
1405,CC_PANH_rpra_344,3
1406,CC_PANH_rpra_345,3
1407,CC_PANH_rpra_346,0
1408,CC_PANH_rpra_347,2
1409,CC_PANH_rpra_348,0
1410,CC_PANH_rpra_350,1
1411,CC_PANH_rpra_352,1
1412,CC_PANH_rpra_353,3
1413,CC_PANH_rpra_355,2
1414,CC_PANH_rpra_356,4
1415,CC_PANH_rpra_357,1
1416,CC_PANH_rpra_359,5
1417,CC_PANH_rpra_361,0
1418,CC_PANH_rpra_362,0
1419,CC_PANH_rpra_363,5
1420,CC_PANH_rpra_364,2
1421,CC_PANH_rpra_365,0
1422,CC_PANH_rpra_366,1
1423,CC_PANH_rpra_368,4
1424,CC_PANH_rpra_369,0
1425,CC_PANH_rpra_370,0
1426,CC_PANH_rpra_371,3
1427,CC_PANH_rpra_374,3
1428,CC_PANH_rpra_375,4
1429,CC_PANH_rpra_376,0
1430,CC_PANH_rpra_378,1
1431,CC_PANH_rpra_379,2
1432,CC_PANH_rpra_381,0
1433,CC_PANH_rpra_382,3
1434,CC_PANH_rpra_384,1
1435,CC_PANH_rpra_385,4
1436,CC_PANH_rpra_388,1
1437,CC_PANH_rpra_395,1
1438,CC_PANH_rpra_398,4
1439,CC_PANH_rpra_399,1
1440,CC_PANH_rpra_404,3
1441,CC_PANH_rpra_405,1
1442,CC_PANH_rpra_406,0
1443,CC_PANH_rpra_408,4
1444,CC_PANH_rpra_410,0
1445,CC_PANH_rpra_412,3
1446,CC_PANH_rpra_417,0
1447,CC_PANH_rpra_418,2
1448,CC_PANH_rpra_419,1
1449,CC_PANH_rpra_421,1
1450,CC_PANH_rpra_425,0
1451,CC_PANH_rpra_427,4
1452,CC_PANH_rpra_429,0
1453,CC_PANH_rpra_431,3
1454,CC_PANH_rpra_434,0
1455,CC_PANH_rpra_436,3
1456,CC_PANH_rpra_438,0
1457,CC_PANH_rpra_439,0
1458,CC_PANH_rpra_440,1
1459,CC_PANH_rpra_443,3
1460,CC_PANH_rpra_446,4
1461,CC_PANH_rpra_447,4
1462,CC_PANH_rpra_448,1
1463,CC_PANH_rpra_449,1
1464,CC_PANH_rpra_452,5
1465,CC_PANH_rpra_453,5
1466,CC_PANH_rpra_454,0
1467,CC_PANH_rpra_455,3
1468,CC_PANH_rpra_456,3
1469,CC_PANH_rpra_457,3
1470,CC_PANH_rpra_458,1
1471,CC_PANH_rpra_459,1
1472,CC_PANH_rpra_462,3
1473,CC_PANH_rpra_463,3
1474,CC_PANH_rpra_465,2
1475,CC_PANH_rpra_467,1
1476,CC_PANH_rpra_468,3
1477,CC_PANH_rpra_469,3
1478,CC_PANH_rpra_470,3
1479,CC_PANH_rpra_473,5
1480,CC_PANH_rpra_474,1
1481,CC_PANH_rpra_478,3
1482,CC_PANH_rpra_479,4
1483,CC_PANH_rpra_481,0
1484,CC_PANH_rpra_482,1
1485,CC_PANH_rpra_483,1
1486,CC_PANH_rpra_484,3
1487,CC_PANH_rpra_485,1
1488,CC_PANH_rpra_486,3
1489,CC_PANH_rpra_489,4
1490,CC_PANH_rpra_491,3
1491,CC_PANH_rpra_493,1
1492,CC_PANH_rpra_495,5
1493,CC_PANH_rpra_496,1
1494,CC_PANH_rpra_497,0
1495,CC_PANH_rpra_502,3
1496,CC_PANH_rpra_503,3
1497,CC_PANH_rpra_511,3
1498,CC_PANH_rpra_515,1
1499,CC_PANH_rpra_516,0
1500,CC_PANH_rpra_517,0
1501,CC_PANH_rpra_518,1
1502,CC_PANH_rpra_520,3
1503,CC_PANH_rpra_522,1
1504,CC_PANH_rpra_524,1
1505,CC_PANH_rpra_526,4
1506,CC_PANH_rpra_527,1
1507,CC_PANH_rpra_528,4
1508,CC_PANH_rpra_531,4
1509,CC_PANH_rpra_532,0
1510,CC_PANH_rpra_533,0
1511,CC_PANH_rpra_534,3
1512,CC_PANH_rpra_535,3
1513,CC_PANH_rpra_536,3
1514,CC_PANH_rpra_539,0
1515,CC_PANH_rpra_540,0
1516,CC_PANH_rpra_548,5
1517,CC_PANH_rpra_560,1
1518,CC_PANH_rpra_566,3
1519,CC_PANH_rpra_568,3
1520,CC_PANH_rpra_578,1
1521,CC_PANH_rpra_590,1
1522,CC_PANH_rpra_593,3
1523,CC_PANH_rpra_595,1
1524,CC_PANH_rpra_614,1
1525,CC_PANH_rpra_616,3
1526,CC_PANH_rpra_617,3
1527,CC_PANH_rpra_621,1
1528,CC_PANH_rpra_622,1
1529,CC_PANH_rpra_623,1
1530,CC_PANH_rpra_627,2
1531,CC_PANH_rpra_634,4
1532,CC_PANH_rpra_636,3
1533,CC_PANH_rpra_637,1
1534,CC_PANH_rpra_638,1
1535,CC_PANH_rpra_639,4
1536,CC_PANH_rpra_642,1
1537,CC_PANH_rpra_643,4
1538,CC_PANH_rpra_644,1
1539,CC_PANH_rpra_645,3
1540,CC_PANH_rpra_646,0
1541,CC_PANH_rpra_648,3
1542,CC_PANH_rpra_649,5
1543,CC_PANH_rpra_650,3
1544,CC_PANH_rpra_651,1
1545,CC_PANH_rpra_652,4
1546,CC_PANH_rpra_654,4
1547,CC_PANH_rpra_656,3
1548,CC_PANH_rpra_657,4
